TARGET,ID,DerogCnt,CollectCnt,BanruptcyInd,InqCnt06,InqTimeLast,InqFinanceCnt24,TLTimeFirst,TLTimeLast,TLCnt03,TLCnt12,TLCnt24,TLCnt,TLSum,TLMaxSum,TLSatCnt,TLDel60Cnt,TLBadCnt24,TL75UtilCnt,TL50UtilCnt,TLBalHCPct,TLSatPct,TLDel3060Cnt24,TLDel90Cnt24,TLDel60CntAll,TLOpenPct,TLBadDerogCnt,TLDel60Cnt24,TLOpen24Pct
0,16248,0,0,0,0,22.0,3,523,8,0,1,2,6.0,11792.0,23145.0,11.0,0,0,1.0,2.0,0.5095,0.8181999999999999,0,0,0,0.5455,0,0,0.3333
0,16255,0,0,0,8,1.0,3,217,2,4,7,11,23.0,19766.0,144818.0,37.0,0,0,1.0,1.0,0.13649999999999998,0.6278999999999999,0,0,0,0.5348999999999999,0,0,0.47829999999999995
0,16271,0,0,0,1,0.0,1,104,4,0,3,4,6.0,5417.0,16760.0,6.0,0,0,2.0,2.0,0.3232,1.0,0,0,0,1.0,0,0,0.6667
0,16415,3,0,1,11,0.0,10,102,6,0,1,2,3.0,57129.0,61219.0,3.0,1,0,2.0,2.0,0.9331999999999999,0.75,0,0,2,0.75,0,0,0.6667
0,16431,6,0,0,1,2.0,2,206,10,0,1,1,11.0,37518.0,62802.0,24.0,0,0,5.0,5.0,0.5973999999999999,0.41669999999999996,3,0,1,0.4583,2,0,0.0909
0,16534,0,0,0,1,2.0,0,8,8,0,1,1,1.0,10375.0,12879.0,1.0,0,0,1.0,1.0,0.8056,1.0,0,0,0,1.0,0,0,1.0
0,16557,0,0,0,1,1.0,1,62,15,0,0,1,6.0,13281.0,13986.0,7.0,0,0,5.0,5.0,0.9496,0.75,0,0,0,0.75,0,0,0.1667
0,16605,0,0,0,0,13.0,0,220,13,0,0,1,5.0,1730.0,4321.0,6.0,0,0,1.0,2.0,0.4004,0.5,0,1,2,0.8332999999999999,1,1,0.19999999999999998
0,16656,0,0,0,1,3.0,0,155,6,0,2,2,5.0,12398.0,16066.0,15.0,0,0,3.0,4.0,0.7716999999999999,0.5625,2,0,1,0.3125,0,1,0.39999999999999997
0,16766,1,1,0,3,0.0,3,252,42,0,0,0,6.0,7399.0,8402.0,20.0,1,1,3.0,4.0,0.8805999999999999,0.5455,0,1,8,0.2727,1,1,0.0
0,16804,2,1,1,2,1.0,1,161,12,0,1,1,1.0,3766.0,5000.0,4.0,2,0,1.0,1.0,0.7532,0.3333,0,0,2,0.1667,1,0,1.0
0,16836,1,0,0,0,10.0,0,125,29,0,0,0,10.0,13960.0,20511.0,9.0,2,1,3.0,3.0,0.6806,0.3571,3,1,4,0.7142999999999999,1,3,0.0
0,16955,0,0,0,2,1.0,4,337,7,0,1,2,5.0,18726.0,29885.0,9.0,0,0,2.0,2.0,0.6265999999999999,0.45449999999999996,0,0,3,0.45449999999999996,0,0,0.39999999999999997
0,17012,2,2,0,2,1.0,2,140,16,0,0,1,12.0,19640.0,29649.0,19.0,0,0,7.0,7.0,0.6624,0.7,0,0,0,0.6,2,0,0.0833
0,17063,0,0,0,3,0.0,2,82,5,0,2,4,8.0,20393.0,38350.0,9.0,0,0,2.0,3.0,0.5317999999999999,0.7273,0,0,0,0.7273,0,0,0.5
0,17102,0,0,0,0,13.0,1,210,17,0,0,4,15.0,24305.0,57396.0,23.0,0,0,3.0,5.0,0.4235,0.5,3,0,0,0.625,0,0,0.2667
0,17315,0,0,0,0,10.0,0,155,4,0,3,4,9.0,39256.0,56077.0,13.0,0,0,5.0,5.0,0.7,0.9230999999999999,0,0,0,0.6922999999999999,0,0,0.44439999999999996
0,17344,0,0,0,4,1.0,1,91,2,1,1,1,7.0,17628.0,20631.0,9.0,1,1,3.0,6.0,0.8543999999999999,0.2727,3,1,4,0.6364,1,3,0.1429
0,17443,0,0,0,1,2.0,9,208,7,0,4,8,10.0,22414.0,45331.0,15.0,1,0,1.0,2.0,0.4945,0.5499999999999999,2,0,2,0.5,0,1,0.7999999999999999
0,17449,0,0,0,1,2.0,0,173,1,1,2,2,11.0,9536.0,31942.0,26.0,0,0,2.0,3.0,0.2985,0.5667,0,0,0,0.36669999999999997,0,0,0.1818
0,17454,4,4,0,4,1.0,2,388,3,1,4,5,7.0,1752.0,6007.0,19.0,4,3,2.0,2.0,0.29169999999999996,0.27999999999999997,1,4,7,0.27999999999999997,8,4,0.7142999999999999
0,17496,0,0,0,0,,0,250,8,0,1,1,11.0,22846.0,30357.0,16.0,0,0,5.0,6.0,0.7525999999999999,0.625,0,0,0,0.6875,0,0,0.0909
0,17497,0,0,0,0,,0,154,3,1,2,2,16.0,73719.0,130714.0,21.0,0,0,2.0,3.0,0.564,0.8635999999999999,0,0,0,0.7273,0,0,0.125
0,17505,0,0,0,0,9.0,0,43,8,0,6,28,30.0,10604.0,83553.0,35.0,0,0,2.0,3.0,0.12689999999999999,0.8946999999999999,0,0,0,0.7895,0,0,0.9332999999999999
0,17542,0,0,0,0,,0,189,29,0,0,0,3.0,270.0,6350.0,5.0,0,0,0.0,0.0,0.042499999999999996,0.6,0,0,0,0.6,0,0,0.0
0,17545,0,0,0,0,20.0,0,88,13,0,0,3,7.0,46683.0,57036.0,18.0,0,0,3.0,5.0,0.8184999999999999,0.38099999999999995,0,0,0,0.3333,0,0,0.4286
0,17703,2,1,1,0,7.0,0,51,6,0,1,2,2.0,18505.0,21058.0,6.0,0,0,1.0,1.0,0.8787999999999999,0.6667,0,0,0,0.3333,0,0,1.0
0,17710,0,0,0,1,4.0,0,193,4,0,3,5,6.0,10627.0,17920.0,26.0,4,0,2.0,3.0,0.593,0.29029999999999995,3,0,9,0.19349999999999998,0,1,0.8332999999999999
0,17852,0,0,0,2,1.0,5,267,7,0,1,2,8.0,10635.0,23059.0,17.0,0,0,3.0,4.0,0.4612,0.6111,1,0,2,0.44439999999999996,0,0,0.25
0,17854,7,5,1,3,1.0,4,143,11,0,1,2,4.0,12186.0,19530.0,6.0,2,0,2.0,3.0,0.624,0.375,0,0,3,0.5,4,0,0.5
0,17863,0,0,0,3,4.0,4,335,14,0,0,3,11.0,47407.0,58933.0,26.0,0,0,5.0,7.0,0.8043999999999999,0.6537999999999999,1,0,0,0.4231,0,0,0.2727
0,17864,2,2,0,1,4.0,0,92,4,0,1,1,8.0,3712.0,4793.0,8.0,1,1,2.0,3.0,0.7745,0.41669999999999996,3,2,4,0.6667,4,4,0.125
0,17880,0,0,0,1,3.0,2,164,13,0,0,3,5.0,1827.0,8599.0,13.0,1,0,0.0,0.0,0.2125,0.5,0,1,2,0.3571,1,1,0.6
0,17917,0,0,0,1,5.0,0,292,15,0,0,2,12.0,34871.0,52102.0,27.0,0,0,4.0,4.0,0.6692999999999999,0.6551999999999999,0,0,0,0.41379999999999995,0,0,0.1667
0,18061,0,0,0,1,1.0,11,192,7,0,3,5,7.0,32554.0,35624.0,18.0,1,0,6.0,7.0,0.9138,0.3,3,1,2,0.35,1,2,0.7142999999999999
0,18078,1,0,1,4,1.0,4,108,3,1,3,7,8.0,14574.0,22028.0,15.0,0,0,4.0,5.0,0.6616,0.6875,0,0,0,0.5,0,0,0.875
0,18097,1,0,0,17,1.0,25,60,5,0,3,7,7.0,16418.0,17914.0,10.0,1,1,3.0,4.0,0.9165,0.7692,0,1,1,0.5385,2,1,1.0
0,18160,2,1,1,8,1.0,2,48,7,0,1,2,4.0,4588.0,8526.0,7.0,0,0,2.0,3.0,0.5380999999999999,0.7142999999999999,0,0,0,0.5713999999999999,0,0,0.5
0,18209,1,0,0,2,3.0,4,246,3,1,1,4,8.0,29237.0,48037.0,19.0,1,0,2.0,6.0,0.6085999999999999,0.5,0,1,2,0.3636,1,1,0.5
0,18242,1,1,0,3,1.0,1,186,22,0,0,1,3.0,0.0,4014.0,6.0,2,2,,,0.0,0.25,0,3,5,0.375,4,3,0.3333
0,18272,0,0,0,5,1.0,6,130,13,0,0,6,16.0,66684.0,84830.0,21.0,0,0,9.0,13.0,0.7860999999999999,0.6667,2,0,1,0.6667,0,1,0.375
0,18334,15,13,0,1,1.0,4,79,11,0,1,2,2.0,13293.0,18008.0,5.0,1,0,0.0,1.0,0.7382,0.3333,0,1,1,0.3333,5,1,1.0
0,18444,0,0,0,1,1.0,2,154,5,0,3,6,8.0,28058.0,39673.0,14.0,0,0,4.0,5.0,0.7071999999999999,0.5625,0,0,0,0.5,0,0,0.75
0,18590,0,0,0,2,3.0,0,71,3,1,1,7,12.0,30328.0,31362.0,17.0,0,0,9.0,11.0,0.967,0.5216999999999999,3,0,0,0.5216999999999999,0,0,0.5832999999999999
0,18629,5,5,0,4,1.0,6,156,5,0,2,5,3.0,4688.0,26726.0,18.0,2,1,1.0,1.0,0.17539999999999997,0.26089999999999997,2,2,6,0.1304,5,3,1.6666999999999998
0,18639,1,1,0,0,17.0,1,102,2,2,3,4,5.0,2089.0,3260.0,6.0,0,0,1.0,1.0,0.6407999999999999,0.4286,0,0,0,0.7142999999999999,0,0,0.7999999999999999
0,18672,0,0,0,1,6.0,0,197,22,0,0,1,5.0,6655.0,10270.0,13.0,0,0,2.0,2.0,0.6479999999999999,0.4286,3,0,3,0.3571,0,2,0.19999999999999998
0,18763,0,0,0,3,1.0,3,239,17,0,0,2,5.0,7839.0,10988.0,12.0,0,0,2.0,2.0,0.7133999999999999,0.3846,0,0,1,0.3846,0,0,0.39999999999999997
0,18883,1,0,1,2,1.0,1,181,12,0,1,1,4.0,4869.0,7574.0,11.0,5,0,1.0,1.0,0.6428999999999999,0.2941,0,0,5,0.23529999999999998,0,0,0.25
0,19051,0,0,0,6,1.0,1,77,17,0,0,1,3.0,6713.0,6800.0,3.0,0,0,1.0,1.0,0.9872,1.0,0,0,0,1.0,0,0,0.3333
0,19131,0,0,0,2,1.0,5,243,6,0,1,2,15.0,25142.0,46802.0,22.0,0,0,5.0,8.0,0.5371999999999999,0.6957,0,0,0,0.6521999999999999,0,0,0.13329999999999997
0,19147,51,50,0,4,0.0,0,101,23,0,0,1,2.0,1367.0,3810.0,3.0,0,0,0.0,0.0,0.35879999999999995,0.6667,0,0,0,0.6667,47,0,0.5
0,19166,0,0,0,6,0.0,12,100,9,0,1,4,14.0,42654.0,90839.0,20.0,0,0,3.0,5.0,0.46959999999999996,0.7618999999999999,0,0,0,0.6667,0,0,0.28569999999999995
0,19217,0,0,0,2,1.0,2,100,6,0,12,16,13.0,25355.0,36120.0,23.0,0,0,5.0,7.0,0.702,0.7999999999999999,0,0,0,0.5199999999999999,0,0,1.2308
0,19218,0,0,0,2,1.0,1,144,1,1,3,5,7.0,9539.0,18215.0,6.0,0,0,2.0,3.0,0.5236999999999999,0.625,0,0,2,0.875,0,0,0.7142999999999999
0,19266,0,0,0,8,1.0,7,218,5,0,7,12,21.0,26291.0,42156.0,30.0,0,0,7.0,9.0,0.6236999999999999,0.7353,0,0,1,0.6175999999999999,0,0,0.5713999999999999
0,19314,1,0,0,0,10.0,2,202,9,0,2,3,3.0,9177.0,13196.0,9.0,4,0,0.0,1.0,0.6953999999999999,0.39999999999999997,0,0,7,0.19999999999999998,0,0,1.0
0,19397,0,0,0,1,2.0,0,127,16,0,0,1,7.0,6626.0,8031.0,8.0,1,0,2.0,3.0,0.8251,0.5,1,0,1,0.7,0,0,0.1429
0,19451,1,0,0,1,3.0,4,174,14,0,0,4,7.0,27964.0,49882.0,12.0,0,0,3.0,3.0,0.5606,0.3333,1,1,2,0.5832999999999999,1,1,0.5713999999999999
0,19489,1,0,0,5,0.0,10,147,7,0,3,3,10.0,30300.0,58052.0,18.0,4,4,2.0,2.0,0.5218999999999999,0.22729999999999997,3,7,8,0.45449999999999996,7,7,0.3
0,19676,3,2,0,0,7.0,3,11,11,0,1,1,1.0,0.0,0.0,1.0,0,0,,,0.0,1.0,0,0,0,1.0,2,0,1.0
0,19704,2,2,0,1,3.0,1,156,7,0,1,1,6.0,10444.0,30452.0,10.0,5,2,1.0,2.0,0.34299999999999997,0.1875,3,4,9,0.375,5,7,0.1667
0,19713,0,0,0,8,1.0,5,149,11,0,2,7,18.0,80632.0,121958.0,27.0,0,0,8.0,9.0,0.6610999999999999,0.6875,1,0,0,0.5625,0,0,0.38889999999999997
0,19738,0,0,0,0,12.0,1,99,12,0,1,1,5.0,8876.0,13585.0,13.0,1,1,0.0,2.0,0.6534,0.375,2,1,8,0.3125,1,2,0.19999999999999998
0,19799,2,1,1,0,9.0,0,256,8,0,1,1,1.0,0.0,0.0,11.0,4,0,0.0,0.0,0.0,0.2667,0,0,4,0.0667,0,0,1.0
0,19878,2,2,0,6,1.0,4,258,14,0,0,1,3.0,0.0,1500.0,7.0,3,3,,,0.0,0.1818,0,4,4,0.2727,4,4,0.3333
0,19879,4,3,0,4,1.0,4,89,5,0,1,1,2.0,0.0,0.0,1.0,3,1,0.0,0.0,0.0,0.25,0,1,3,0.5,2,1,0.5
0,19880,1,0,1,6,2.0,15,89,2,1,4,7,5.0,24872.0,31194.0,7.0,1,1,4.0,4.0,0.7972999999999999,0.5455,0,1,1,0.45449999999999996,1,1,1.4
0,19890,1,1,0,0,7.0,1,96,3,1,5,7,19.0,29551.0,44005.0,31.0,0,0,13.0,16.0,0.6715,0.5882,0,0,0,0.5588,0,0,0.36839999999999995
0,19939,0,0,0,0,11.0,1,95,6,0,2,3,13.0,51962.0,77503.0,14.0,0,0,5.0,7.0,0.6705,0.8125,0,0,0,0.8125,0,0,0.23079999999999998
0,19951,0,0,0,0,12.0,1,194,22,0,0,1,4.0,1214.0,7117.0,6.0,0,0,1.0,1.0,0.17059999999999997,0.8332999999999999,0,0,0,0.6667,0,0,0.25
0,20001,2,1,1,1,1.0,2,81,48,0,0,0,1.0,1721.0,7650.0,4.0,11,2,0.0,0.0,0.22499999999999998,0.0667,0,2,11,0.0667,3,2,0.0
0,20048,3,2,0,2,0.0,1,222,3,1,1,2,5.0,28738.0,43378.0,3.0,1,1,2.0,2.0,0.6625,0.39999999999999997,0,1,2,1.0,2,1,0.39999999999999997
0,20082,0,0,0,4,1.0,8,238,10,0,1,6,8.0,26755.0,36695.0,18.0,0,0,2.0,3.0,0.7291,0.47619999999999996,3,0,2,0.38099999999999995,0,1,0.75
0,20131,0,0,0,4,0.0,1,162,4,0,1,3,14.0,51807.0,84921.0,21.0,0,0,5.0,9.0,0.6101,0.6521999999999999,0,0,0,0.6086999999999999,0,0,0.2143
0,20190,0,0,0,2,1.0,3,37,4,0,3,12,14.0,17226.0,20971.0,17.0,0,0,6.0,9.0,0.8213999999999999,0.9411999999999999,0,0,0,0.8234999999999999,0,0,0.8571
0,20210,2,1,0,4,1.0,4,96,2,2,3,3,4.0,3798.0,3798.0,5.0,1,1,2.0,2.0,1.0,0.125,0,1,3,0.5,2,1,0.75
0,20276,0,0,0,0,13.0,1,140,15,0,0,4,4.0,15341.0,20209.0,7.0,0,0,1.0,2.0,0.7591,0.75,0,0,2,0.5,0,0,1.0
0,20316,0,0,0,6,1.0,12,67,7,0,2,6,4.0,29133.0,36001.0,9.0,0,0,2.0,3.0,0.8091999999999999,0.7777999999999999,0,0,2,0.44439999999999996,0,0,1.5
0,20360,0,0,0,0,9.0,0,55,16,0,0,2,5.0,2785.0,3509.0,6.0,0,0,2.0,2.0,0.7937,0.5713999999999999,1,0,0,0.7142999999999999,0,0,0.39999999999999997
0,20392,0,0,0,2,1.0,3,121,4,0,3,5,12.0,9129.0,54465.0,15.0,0,0,1.0,2.0,0.1676,0.6315999999999999,0,0,0,0.6315999999999999,0,0,0.41669999999999996
0,20508,0,0,0,2,1.0,1,332,3,1,2,4,20.0,24174.0,29546.0,24.0,0,0,11.0,13.0,0.8181999999999999,0.7999999999999999,0,0,0,0.7999999999999999,0,0,0.19999999999999998
0,20509,2,2,0,0,20.0,0,160,6,0,2,4,6.0,12956.0,15593.0,9.0,0,0,4.0,4.0,0.8309,0.5556,0,0,1,0.6667,1,0,0.6667
0,20576,1,1,0,8,1.0,13,269,7,0,1,2,8.0,8216.0,11528.0,20.0,5,3,4.0,5.0,0.7126999999999999,0.2593,2,4,11,0.29629999999999995,5,5,0.25
0,20651,8,5,0,1,6.0,3,52,21,0,0,1,1.0,13020.0,18600.0,3.0,0,0,0.0,1.0,0.7,0.6667,2,0,1,0.3333,1,1,1.0
0,20707,0,0,0,0,,0,143,30,0,0,0,4.0,3632.0,19912.0,8.0,0,0,1.0,1.0,0.18239999999999998,0.25,1,0,3,0.5,0,0,0.0
0,20733,2,2,0,2,1.0,6,105,13,0,0,3,6.0,7651.0,13722.0,12.0,1,1,1.0,2.0,0.5576,0.46149999999999997,0,1,1,0.46149999999999997,2,1,0.5
0,20735,1,0,0,3,0.0,1,435,16,0,0,2,9.0,19643.0,51957.0,23.0,0,0,2.0,2.0,0.3781,0.4231,0,0,0,0.34619999999999995,1,0,0.22219999999999998
0,20746,0,0,0,0,,0,38,38,0,0,0,1.0,,,1.0,0,0,,,,1.0,0,0,0,1.0,0,0,0.0
0,20778,3,2,1,4,1.0,12,92,9,0,1,4,3.0,23396.0,30828.0,10.0,2,0,1.0,2.0,0.7588999999999999,0.4286,0,0,2,0.2143,2,0,1.3333
0,20909,0,0,0,4,0.0,2,107,1,1,4,10,16.0,18496.0,29318.0,25.0,1,1,7.0,8.0,0.6308999999999999,0.7777999999999999,0,1,5,0.5925999999999999,1,1,0.625
0,20928,0,0,0,0,9.0,1,52,2,2,3,8,11.0,47646.0,99949.0,12.0,0,0,1.0,5.0,0.47669999999999996,0.7857,0,0,0,0.7857,0,0,0.7273
0,20969,2,1,0,3,1.0,5,193,10,0,1,1,4.0,13087.0,20297.0,3.0,4,3,1.0,2.0,0.6447999999999999,0.4286,2,3,4,0.5713999999999999,4,4,0.25
0,20979,0,0,0,1,1.0,0,253,2,1,5,9,21.0,32661.0,61676.0,34.0,0,0,6.0,8.0,0.5296,0.6154,0,0,0,0.5385,0,0,0.4286
0,20986,0,0,0,0,10.0,0,91,10,0,2,3,8.0,16468.0,30101.0,21.0,0,0,3.0,4.0,0.5470999999999999,0.5455,1,0,0,0.3636,0,0,0.375
0,20989,0,0,0,0,,0,272,39,0,0,0,13.0,54032.0,101210.0,18.0,0,0,4.0,5.0,0.5338999999999999,0.7367999999999999,0,0,0,0.6841999999999999,0,0,0.0
0,21038,1,1,0,4,1.0,3,127,7,0,4,5,9.0,33006.0,44651.0,13.0,0,0,5.0,7.0,0.7392,0.7692,0,0,0,0.6922999999999999,1,0,0.5556
0,21066,0,0,0,2,2.0,3,269,10,0,3,5,11.0,19171.0,27920.0,18.0,0,0,5.0,7.0,0.6866,0.6841999999999999,0,0,1,0.5789,0,0,0.45449999999999996
0,21236,3,1,1,1,3.0,4,130,6,0,1,1,3.0,1193.0,7325.0,4.0,13,0,1.0,1.0,0.1629,0.1875,0,0,13,0.1875,0,0,0.3333
0,21248,7,0,0,1,2.0,0,71,41,0,0,0,2.0,2356.0,3049.0,4.0,0,0,1.0,2.0,0.7726999999999999,0.7999999999999999,0,0,1,0.39999999999999997,2,0,0.0
0,21443,2,2,0,3,1.0,5,284,3,1,3,4,11.0,11976.0,14905.0,16.0,0,0,4.0,5.0,0.8035,0.6111,3,0,0,0.6111,0,0,0.3636
0,21463,0,0,1,0,8.0,6,110,8,0,1,1,7.0,7866.0,9223.0,14.0,3,0,5.0,5.0,0.8529,0.23529999999999998,3,0,6,0.4118,0,1,0.1429
0,21545,0,0,0,0,21.0,1,116,2,1,1,2,3.0,2673.0,4592.0,9.0,2,2,1.0,2.0,0.5821,0.3077,0,2,4,0.23079999999999998,2,2,0.6667
0,21557,1,0,1,2,4.0,4,102,2,1,5,8,6.0,14749.0,15034.0,15.0,4,0,5.0,5.0,0.981,0.5,0,0,4,0.2727,0,0,1.3333
0,21582,0,0,0,0,10.0,3,148,3,1,2,2,16.0,24041.0,53029.0,28.0,0,0,2.0,4.0,0.45339999999999997,0.6206999999999999,0,0,0,0.5517,0,0,0.125
0,21647,1,1,0,1,1.0,6,19,8,0,1,4,1.0,4309.0,4500.0,4.0,0,0,1.0,1.0,0.9575999999999999,1.0,0,0,0,0.25,0,0,4.0
0,21691,2,1,0,3,1.0,6,88,16,0,0,2,3.0,20469.0,25979.0,4.0,3,1,2.0,3.0,0.7878999999999999,0.5713999999999999,0,1,3,0.4286,2,1,0.6667
0,21693,2,2,1,0,15.0,1,224,7,0,1,2,3.0,146.0,150.0,10.0,3,1,1.0,1.0,0.9732999999999999,0.3077,0,1,3,0.23079999999999998,3,1,0.6667
0,21725,0,0,0,1,1.0,3,60,8,0,2,4,1.0,,,6.0,0,0,,,,0.7142999999999999,0,0,0,0.1429,0,0,4.0
0,21733,0,0,0,2,4.0,6,189,4,0,4,10,23.0,80532.0,104020.0,39.0,1,1,8.0,10.0,0.7742,0.48979999999999996,3,1,3,0.4694,1,1,0.43479999999999996
0,21763,0,0,0,1,4.0,3,203,4,0,2,8,10.0,34847.0,45570.0,22.0,0,0,3.0,4.0,0.7646999999999999,0.6,0,0,0,0.39999999999999997,0,0,0.7999999999999999
0,21776,0,0,0,3,0.0,2,297,2,1,4,12,23.0,88223.0,119843.0,25.0,0,0,13.0,15.0,0.7362,0.5152,3,0,2,0.697,0,0,0.5216999999999999
0,21794,0,0,0,1,0.0,0,187,19,0,0,1,8.0,20650.0,26632.0,13.0,0,0,5.0,5.0,0.7754,0.6667,0,0,5,0.5333,0,0,0.125
0,21822,0,0,0,1,3.0,2,89,11,0,1,4,15.0,23944.0,59982.0,17.0,0,0,4.0,5.0,0.3992,0.9411999999999999,0,0,0,0.8824,0,0,0.2667
0,21844,0,0,0,1,1.0,2,117,10,0,1,2,4.0,15214.0,19077.0,13.0,0,0,1.0,2.0,0.7975,0.5385,0,0,0,0.3077,0,0,0.5
0,21916,1,1,0,6,1.0,8,25,11,0,1,8,8.0,5789.0,7164.0,10.0,0,0,5.0,5.0,0.8080999999999999,0.8181999999999999,0,1,1,0.7273,2,1,1.0
0,21922,1,0,0,4,0.0,7,158,2,2,6,10,11.0,20544.0,28567.0,23.0,1,1,5.0,7.0,0.7192,0.5,0,1,6,0.39289999999999997,1,1,0.9090999999999999
0,22061,1,0,0,2,0.0,5,145,4,0,2,3,8.0,3610.0,12300.0,10.0,0,0,1.0,2.0,0.2935,0.6667,0,0,1,0.6667,0,0,0.375
0,22129,1,1,1,4,1.0,0,128,2,1,6,8,10.0,16083.0,34341.0,9.0,2,0,5.0,6.0,0.4683,0.75,0,0,2,0.8332999999999999,0,0,0.7999999999999999
0,22157,0,0,0,0,,0,251,13,0,0,3,18.0,50280.0,101994.0,24.0,0,0,3.0,6.0,0.493,0.84,0,0,0,0.72,0,0,0.1667
0,22175,0,0,0,1,0.0,4,233,10,0,2,6,20.0,44251.0,64901.0,29.0,0,0,8.0,10.0,0.6818,0.7,0,0,0,0.6667,0,0,0.3
0,22205,0,0,0,6,1.0,10,185,3,2,3,5,12.0,26746.0,43440.0,19.0,1,0,4.0,8.0,0.6156999999999999,0.5417,1,0,1,0.5,0,0,0.41669999999999996
0,22235,0,0,0,1,3.0,4,136,3,1,2,4,4.0,15816.0,22340.0,10.0,0,0,2.0,3.0,0.708,0.7273,0,0,0,0.3636,0,0,1.0
0,22261,1,1,0,16,0.0,34,32,2,1,7,7,7.0,19833.0,22594.0,8.0,0,0,3.0,3.0,0.8777999999999999,0.7777999999999999,0,0,0,0.7777999999999999,1,0,1.0
0,22269,1,0,1,2,1.0,0,219,7,0,1,1,3.0,1580.0,2318.0,6.0,3,0,1.0,2.0,0.6816,0.5556,0,0,4,0.3333,0,0,0.3333
0,22283,3,0,0,0,13.0,3,199,9,0,1,3,5.0,17989.0,25228.0,9.0,1,1,1.0,3.0,0.7131,0.5,1,1,2,0.5,1,1,0.6
0,22328,0,0,0,4,2.0,9,177,3,1,6,6,22.0,20463.0,111167.0,36.0,0,0,2.0,2.0,0.18409999999999999,0.6829,2,0,1,0.5366,0,1,0.2727
0,22409,1,0,0,1,1.0,1,300,20,0,0,1,4.0,6070.0,10855.0,6.0,0,0,0.0,2.0,0.5591999999999999,0.5,0,0,0,0.5,0,0,0.25
0,22639,1,0,1,1,0.0,0,156,19,0,0,1,2.0,0.0,295.0,1.0,0,0,,,0.0,0.0,2,0,1,1.0,0,1,0.5
0,22752,0,0,0,4,2.0,1,212,2,1,2,2,4.0,4199.0,5532.0,10.0,2,2,1.0,1.0,0.7589999999999999,0.1176,3,3,6,0.23529999999999998,3,6,0.5
0,22775,0,0,0,0,7.0,1,218,7,0,1,1,3.0,18038.0,22110.0,5.0,0,0,1.0,2.0,0.8158,0.6,0,0,3,0.6,0,0,0.3333
0,22792,2,1,1,4,0.0,3,165,58,0,0,0,0.0,0.0,0.0,4.0,9,2,0.0,0.0,0.0,0.0769,0,2,11,0.0,2,2,0.0
0,22823,0,0,0,3,1.0,6,47,5,0,4,5,4.0,25298.0,28724.0,10.0,0,0,3.0,3.0,0.8806999999999999,0.8181999999999999,0,0,0,0.3636,0,0,1.25
0,22852,0,0,0,1,0.0,0,225,5,0,3,5,6.0,7284.0,10970.0,20.0,0,0,1.0,1.0,0.6639999999999999,0.5,1,0,0,0.3,0,0,0.8332999999999999
0,22872,0,0,0,2,1.0,1,119,9,0,1,1,2.0,821.0,1919.0,4.0,1,1,1.0,1.0,0.42779999999999996,0.0,2,2,3,0.3333,2,3,0.5
0,22910,0,0,0,4,1.0,2,199,7,0,2,3,6.0,12993.0,15085.0,14.0,0,0,2.0,3.0,0.8613,0.5,0,0,2,0.4286,0,0,0.5
0,22962,0,0,0,2,2.0,2,79,1,1,12,14,15.0,2773.0,36714.0,16.0,0,0,1.0,2.0,0.0755,0.7777999999999999,0,0,0,0.8332999999999999,0,0,0.9332999999999999
0,22982,4,0,1,3,5.0,4,220,5,0,3,3,15.0,67493.0,85404.0,25.0,16,4,5.0,5.0,0.7902999999999999,0.3095,2,4,18,0.3571,4,5,0.19999999999999998
0,22998,3,2,0,13,1.0,12,119,2,2,5,7,8.0,51163.0,58740.0,8.0,0,0,5.0,5.0,0.871,0.6,0,0,0,0.7999999999999999,1,0,0.875
0,23126,0,0,0,3,0.0,4,403,10,0,1,2,2.0,8998.0,9193.0,9.0,0,0,1.0,1.0,0.9787999999999999,0.5,0,0,4,0.19999999999999998,0,0,1.0
0,23183,0,0,0,10,1.0,8,175,2,1,5,11,17.0,50610.0,59302.0,25.0,0,0,10.0,13.0,0.8533999999999999,0.6667,0,0,2,0.6295999999999999,0,0,0.6470999999999999
0,23200,2,2,0,8,1.0,15,271,3,1,2,8,7.0,17345.0,30093.0,10.0,1,0,2.0,2.0,0.5763999999999999,0.6428999999999999,2,0,2,0.5,2,1,1.1428999999999998
0,23271,0,0,0,1,3.0,2,374,2,2,6,11,15.0,33332.0,63224.0,28.0,0,0,4.0,5.0,0.5271999999999999,0.5938,0,0,0,0.4688,0,0,0.7333
0,23391,1,1,0,0,23.0,0,103,19,0,0,3,1.0,0.0,0.0,5.0,2,0,0.0,0.0,0.0,0.22219999999999998,0,0,5,0.11109999999999999,1,0,3.0
0,23423,6,1,1,1,0.0,2,82,7,0,3,4,3.0,12347.0,14575.0,4.0,3,1,2.0,2.0,0.8471,0.5,0,1,3,0.375,1,1,1.3333
0,23464,4,3,0,2,1.0,1,123,53,0,0,0,0.0,,,3.0,1,0,,,,0.0,0,0,3,0.0,3,0,0.0
0,23519,2,2,0,1,1.0,1,232,16,0,0,1,10.0,7820.0,12745.0,18.0,3,3,4.0,5.0,0.6135999999999999,0.23809999999999998,3,10,16,0.47619999999999996,12,13,0.09999999999999999
0,23664,3,2,1,6,1.0,4,248,29,0,0,0,2.0,11922.0,21313.0,3.0,2,0,0.0,1.0,0.5593999999999999,0.3333,2,0,3,0.3333,0,1,0.0
